	cveID	vendorProject	product	shortDescription	Predicted_Label
133	CVE-2025-21122	Adobe	Photoshop Desktop	"Photoshop Desktop versions 25.12, 26.1 and earlier are affected by an Integer Underflow (Wrap or Wraparound) vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file."	hot
134	CVE-2025-21088	Mattermost	Mattermost	"Mattermost versions 10.2.x <= 10.2.0, 9.11.x <= 9.11.5, 10.0.x <= 10.0.3, 10.1.x <= 10.1.3 fail to properly validate the style of proto supplied to an action's style in post.props.attachments, which allows an attacker to crash the frontend via crafted malicious input."	cold
135	CVE-2025-21319	Microsoft	Windows 10 Version 1809	Windows Kernel Memory Information Disclosure Vulnerability	hot
136	CVE-2025-21318	Microsoft	Windows 10 Version 1809	Windows Kernel Memory Information Disclosure Vulnerability	hot
137	CVE-2025-21135	Adobe	Animate	"Animate versions 24.0.6, 23.0.9 and earlier are affected by an Integer Underflow (Wrap or Wraparound) vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file."	hot
138	CVE-2025-21230	Microsoft	Windows 10 Version 1809	Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability	hot
139	CVE-2025-21288	Microsoft	Windows 10 Version 1809	Windows COM Server Information Disclosure Vulnerability	cold
140	CVE-2025-21271	Microsoft	Windows 10 Version 1809	Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability	hot
141	CVE-2025-21334	Microsoft	Windows 10 Version 21H2	Windows Hyper-V NT Kernel Integration VSP Elevation of Privilege Vulnerability	hot
142	CVE-2025-21226	Microsoft	Windows 10 Version 1809	Windows Digital Media Elevation of Privilege Vulnerability	hot
143	CVE-2025-21363	Microsoft	Microsoft 365 Apps for Enterprise	Microsoft Word Remote Code Execution Vulnerability	hot
144	CVE-2025-21178	Microsoft	Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8)	Visual Studio Remote Code Execution Vulnerability	hot
145	CVE-2025-21314	Microsoft	Windows Server 2025 (Server Core installation)	Windows SmartScreen Spoofing Vulnerability	hot
146	CVE-2025-21251	Microsoft	Windows 10 Version 1809	Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability	hot
147	CVE-2025-21343	Microsoft	Windows 11 version 22H2	Windows Web Threat Defense User Service Information Disclosure Vulnerability	hot
148	CVE-2025-21139	Adobe	Substance3D - Designer	Substance3D - Designer versions 14.0 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.	hot
149	CVE-2025-21210	Microsoft	Windows 10 Version 1809	Windows BitLocker Information Disclosure Vulnerability	cold
150	CVE-2025-21302	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
151	CVE-2025-21617	guzzle	oauth-subscriber	"Guzzle OAuth Subscriber signs Guzzle requests using OAuth 1.0. Prior to 0.8.1, Nonce generation does not use sufficient entropy nor a cryptographically secure pseudorandom source. This can leave servers vulnerable to replay attacks when TLS is not used. This vulnerability is fixed in 0.8.1."	cold
152	CVE-2025-21284	Microsoft	Windows 10 Version 1809	Windows Virtual Trusted Platform Module Denial of Service Vulnerability	hot
153	CVE-2025-21338	Microsoft	Windows 10 Version 1809	GDI+ Remote Code Execution Vulnerability	hot
154	CVE-2025-21292	Microsoft	Windows 10 Version 1809	Windows Search Service Elevation of Privilege Vulnerability	hot
155	CVE-2025-21380	Microsoft	Marketplace SaaS	Improper access control in Azure SaaS Resources allows an authorized attacker to disclose information over a network.	hot
156	CVE-2025-21364	Microsoft	Microsoft 365 Apps for Enterprise	Microsoft Excel Security Feature Bypass Vulnerability	hot
157	CVE-2025-21276	Microsoft	Windows Server 2025 (Server Core installation)	Windows MapUrlToZone Denial of Service Vulnerability	hot
158	CVE-2025-21299	Microsoft	Windows 10 Version 1809	Windows Kerberos Security Feature Bypass Vulnerability	hot
159	CVE-2025-21333	Microsoft	Windows 10 Version 21H2	Windows Hyper-V NT Kernel Integration VSP Elevation of Privilege Vulnerability	hot
160	CVE-2025-21260	Microsoft	Windows 10 Version 1809	Windows Digital Media Elevation of Privilege Vulnerability	hot
161	CVE-2025-21630	Linux	Linux	"In the Linux kernel, the following vulnerability has been resolved:

io_uring/net: always initialize kmsg->msg.msg_inq upfront

syzbot reports that ->msg_inq may get used uinitialized from the
following path:

BUG: KMSAN: uninit-value in io_recv_buf_select io_uring/net.c:1094 [inline]
BUG: KMSAN: uninit-value in io_recv+0x930/0x1f90 io_uring/net.c:1158
 io_recv_buf_select io_uring/net.c:1094 [inline]
 io_recv+0x930/0x1f90 io_uring/net.c:1158
 io_issue_sqe+0x420/0x2130 io_uring/io_uring.c:1740
 io_queue_sqe io_uring/io_uring.c:1950 [inline]
 io_req_task_submit+0xfa/0x1d0 io_uring/io_uring.c:1374
 io_handle_tw_list+0x55f/0x5c0 io_uring/io_uring.c:1057
 tctx_task_work_run+0x109/0x3e0 io_uring/io_uring.c:1121
 tctx_task_work+0x6d/0xc0 io_uring/io_uring.c:1139
 task_work_run+0x268/0x310 kernel/task_work.c:239
 io_run_task_work+0x43a/0x4a0 io_uring/io_uring.h:343
 io_cqring_wait io_uring/io_uring.c:2527 [inline]
 __do_sys_io_uring_enter io_uring/io_uring.c:3439 [inline]
 __se_sys_io_uring_enter+0x204f/0x4ce0 io_uring/io_uring.c:3330
 __x64_sys_io_uring_enter+0x11f/0x1a0 io_uring/io_uring.c:3330
 x64_sys_call+0xce5/0x3c30 arch/x86/include/generated/asm/syscalls_64.h:427
 do_syscall_x64 arch/x86/entry/common.c:52 [inline]
 do_syscall_64+0xcd/0x1e0 arch/x86/entry/common.c:83
 entry_SYSCALL_64_after_hwframe+0x77/0x7f

and it is correct, as it's never initialized upfront. Hence the first
submission can end up using it uninitialized, if the recv wasn't
successful and the networking stack didn't honor ->msg_get_inq being set
and filling in the output value of ->msg_inq as requested.

Set it to 0 upfront when it's allocated, just to silence this KMSAN
warning. There's no side effect of using it uninitialized, it'll just
potentially cause the next receive to use a recv value hint that's not
accurate."	cold
162	CVE-2025-21237	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
163	CVE-2025-21372	Microsoft	Windows Server 2025 (Server Core installation)	Microsoft Brokering File System Elevation of Privilege Vulnerability	hot
164	CVE-2025-21309	Microsoft	Windows Server 2019	Windows Remote Desktop Services Remote Code Execution Vulnerability	hot
165	CVE-2025-21132	Adobe	Substance3D - Stager	Substance3D - Stager versions 3.0.4 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.	hot
166	CVE-2025-21348	Microsoft	Microsoft SharePoint Enterprise Server 2016	Microsoft SharePoint Server Remote Code Execution Vulnerability	hot
167	CVE-2025-21173	Microsoft	.NET 8.0	.NET Elevation of Privilege Vulnerability	hot
168	CVE-2025-21411	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
169	CVE-2025-21295	Microsoft	Windows 10 Version 1809	SPNEGO Extended Negotiation (NEGOEX) Security Mechanism Remote Code Execution Vulnerability	hot
170	CVE-2025-21329	Microsoft	Windows Server 2025	MapUrlToZone Security Feature Bypass Vulnerability	hot
171	CVE-2025-21305	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
172	CVE-2025-21240	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
173	CVE-2025-21610	basecamp	trix	"Trix is a what-you-see-is-what-you-get rich text editor for everyday writing. Versions prior to 2.1.12 are vulnerable to cross-site scripting when pasting malicious code in the link field. An attacker could trick the user to copy&paste a malicious `javascript:` URL as a link that would execute arbitrary JavaScript code within the context of the user's session, potentially leading to unauthorized actions being performed or sensitive information being disclosed. Users should upgrade to Trix editor version 2.1.12 or later to receive a patch. In addition to upgrading, affected users can disallow browsers that don't support a Content Security Policy (CSP) as a workaround for this and other cross-site scripting vulnerabilities. Set CSP policies such as script-src 'self' to ensure that only scripts hosted on the same origin are executed, and explicitly prohibit inline scripts using script-src-elem."	cold
174	CVE-2025-21186	Microsoft	Microsoft Office 2019	Microsoft Access Remote Code Execution Vulnerability	hot
175	CVE-2025-21217	Microsoft	Windows 10 Version 1809	Windows NTLM Spoofing Vulnerability	hot
176	CVE-2025-21344	Microsoft	Microsoft SharePoint Enterprise Server 2016	Microsoft SharePoint Server Remote Code Execution Vulnerability	hot
177	CVE-2025-21128	Adobe	Substance3D - Stager	Substance3D - Stager versions 3.0.4 and earlier are affected by a Stack-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.	hot
178	CVE-2025-21313	Microsoft	Windows Server 2025 (Server Core installation)	Windows Security Account Manager (SAM) Denial of Service Vulnerability	hot
179	CVE-2025-21256	Microsoft	Windows 10 Version 1809	Windows Digital Media Elevation of Privilege Vulnerability	hot
180	CVE-2025-21312	Microsoft	Windows 10 Version 1809	Windows Smart Card Reader Information Disclosure Vulnerability	hot
181	CVE-2025-21607	vyperlang	vyper	"Vyper is a Pythonic Smart Contract Language for the EVM. When the Vyper Compiler uses the precompiles EcRecover (0x1) and Identity (0x4), the success flag of the call is not checked. As a consequence an attacker can provide a specific amount of gas to make these calls fail but let the overall execution continue. Then the execution result can be incorrect. Based on EVM's rules, after the failed precompile the remaining code has only 1/64 of the pre-call-gas left (as 63/64 were forwarded and spent). Hence, only fairly simple executions can follow the failed precompile calls. Therefore, we found no significantly impacted real-world contracts. None the less an advisory has been made out of an abundance of caution. There are no actions for users to take."	hot
182	CVE-2025-21257	Microsoft	Windows 10 Version 1809	Windows WLAN AutoConfig Service Information Disclosure Vulnerability	hot
183	CVE-2025-21129	Adobe	Substance3D - Stager	Substance3D - Stager versions 3.0.4 and earlier are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.	hot
184	CVE-2025-21596	Juniper Networks	Junos OS	"An Improper Handling of Exceptional Conditions vulnerability in the command-line processing of Juniper Networks Junos OS on SRX1500, SRX4100, and SRX4200 devices allows a local, low-privileged authenticated attacker executing the 'show chassis environment pem' command to cause the chassis daemon (chassisd) to crash and restart, resulting in a temporary Denial of Service (DoS). However, repeated execution of this command will eventually cause the chassisd process to fail to restart, impacting packet processing on the system.

This issue affects Junos OS on SRX1500, SRX4100, SRX4200: 



  *  All versions before 21.4R3-S9, 
  *  from 22.2 before 22.2R3-S5, 
  *  from 22.3 before 22.3R3-S4, 
  *  from 22.4 before 22.4R3-S4, 
  *  from 23.2 before 23.2R2-S3, 
  *  from 23.4 before 23.4R2-S1."	hot
185	CVE-2025-21345	Microsoft	Microsoft Office 2019	Microsoft Office Visio Remote Code Execution Vulnerability	hot
186	CVE-2025-21187	Microsoft	Power Automate for Desktop	Microsoft Power Automate Remote Code Execution Vulnerability	hot
187	CVE-2025-21304	Microsoft	Windows 10 Version 1809	Microsoft DWM Core Library Elevation of Privilege Vulnerability	hot
188	CVE-2025-21241	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
189	CVE-2025-21611	tgstation	tgstation-server	"tgstation-server is a production scale tool for BYOND server management. Prior to 6.12.3, roles used to authorize API methods were incorrectly OR'd instead of AND'ed with the role used to determine if a user was enabled. This allows enabled users access to most, but not all, authorized actions regardless of their permissions. Notably, the WriteUsers right is unaffected so users may not use this bug to permanently elevate their account permissions. The fix is release in tgstation-server-v6.12.3."	cold
190	CVE-2025-21282	Microsoft	Windows 10 Version 1809	Windows Telephony Service Remote Code Execution Vulnerability	hot
191	CVE-2025-21328	Microsoft	Windows 10 Version 1809	MapUrlToZone Security Feature Bypass Vulnerability	hot
192	CVE-2025-21294	Microsoft	Windows 10 Version 1809	Microsoft Digest Authentication Remote Code Execution Vulnerability	hot
193	CVE-2025-21172	Microsoft	Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8)	.NET and Visual Studio Remote Code Execution Vulnerability	hot
194	CVE-2025-21133	Adobe	Illustrator on iPad	Illustrator on iPad versions 3.0.7 and earlier are affected by an Integer Underflow (Wrap or Wraparound) vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.	hot
195	CVE-2025-21308	Microsoft	Windows 10 Version 1809	Windows Themes Spoofing Vulnerability	hot
