cve,state,assigner,published,title,description,vendor,product,rating
CVE-2025-0126,PUBLISHED,palo_alto,2025-04-11T01:57:12.662Z,PAN-OS: Session Fixation Vulnerability in GlobalProtect SAML Login,"When configured using SAML, a session fixation vulnerability in the GlobalProtect™ login enables an attacker to impersonate a legitimate authorized user and perform actions as that GlobalProtect user. This requires the legitimate user to first click on a malicious link provided by the attacker.

The SAML login for the PAN-OS® management interface is not affected. Additionally, this issue does not affect Cloud NGFW and all Prisma® Access instances are proactively patched.",PALO ALTO NETWORKS,Cloud NGFW; PAN-OS; Prisma Access,hot
CVE-2025-0127,PUBLISHED,palo_alto,2025-04-11T02:01:35.087Z,PAN-OS: Authenticated Admin Command Injection Vulnerability in PAN-OS VM-Series,"A command injection vulnerability in Palo Alto Networks PAN-OS® software enables an authenticated administrator to bypass system restrictions and run arbitrary commands as a root user. This issue is only applicable to PAN-OS VM-Series. This issue does not affect firewalls that are already deployed.

Cloud NGFW and Prisma® Access are not affected by this vulnerability.",PALO ALTO NETWORKS,Cloud NGFW; PAN-OS; Prisma Access,hot
CVE-2025-0128,PUBLISHED,palo_alto,2025-04-11T02:03:22.355Z,PAN-OS: Firewall Denial of Service (DoS) Using a Specially Crafted Packet,"A denial-of-service (DoS) vulnerability in the Simple Certificate Enrollment Protocol (SCEP) authentication feature of Palo Alto Networks PAN-OS® software enables an unauthenticated attacker to initiate system reboots using a maliciously crafted packet. Repeated attempts to initiate a reboot causes the firewall to enter maintenance mode.

Cloud NGFW is not affected by this vulnerability. Prisma® Access software is proactively patched and protected from this issue.",PALO ALTO NETWORKS,Cloud NGFW; PAN-OS; Prisma Access,hot
CVE-2025-0129,PUBLISHED,palo_alto,2025-04-11T22:25:36.346Z,Prisma Access Browser: Inappropriate control behavior in Prisma Access Browser,An improper exception check in Palo Alto Networks Prisma Access Browser allows a low privileged user to prevent Prisma Access Browser from applying it's Policy Rules. This enables the user to use Prisma Access Browser without any restrictions.,PALO ALTO NETWORKS,Prisma Access Browser,hot
CVE-2025-0130,PUBLISHED,palo_alto,2025-05-14T17:37:40.937Z,PAN-OS: Firewall Denial-of-Service (DoS) in the Web-Proxy Feature via a Burst of Maliciously Crafted Packets,"A missing exception check in Palo Alto Networks PAN-OS® software with the web proxy feature enabled allows an unauthenticated attacker to send a burst of maliciously crafted packets that causes the firewall to become unresponsive and eventually reboot. Repeated successful attempts to trigger this condition will cause the firewall to enter maintenance mode.

This issue does not affect Cloud NGFW or Prisma Access.",PALO ALTO NETWORKS,Cloud NGFW; PAN-OS; Prisma Access,hot
CVE-2025-0131,PUBLISHED,palo_alto,2025-05-14T18:06:45.870Z,GlobalProtect App: Incorrect Privilege Management Vulnerability in OPSWAT MetaDefender Endpoint Security SDK,"An incorrect privilege management vulnerability in the OPSWAT MetaDefender Endpoint Security SDK used by the Palo Alto Networks GlobalProtect™ app on Windows devices allows a locally authenticated non-administrative Windows user to escalate their privileges to NT AUTHORITY\SYSTEM. However, execution requires that the local user also successfully exploits a race condition, which makes this vulnerability difficult to exploit.",OPSWAT,MetaDefender Endpoint Security SDK,warm
CVE-2025-0132,PUBLISHED,palo_alto,2025-05-14T18:07:15.351Z,Cortex XDR Broker VM: Unauthenticated User Can Disable Internal Services,"A missing authentication vulnerability in Palo Alto Networks Cortex XDR® Broker VM allows an unauthenticated user to disable certain internal services on the Broker VM. 

The attacker must have network access to the Broker VM to exploit this issue.",PALO ALTO NETWORKS,Cortex XDR Broker VM,hot
CVE-2025-0133,PUBLISHED,palo_alto,2025-05-14T18:07:36.381Z,PAN-OS: Reflected Cross-Site Scripting (XSS) Vulnerability in GlobalProtect Gateway and Portal,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect™ gateway and portal features of Palo Alto Networks PAN-OS® software enables execution of malicious JavaScript in the context of an authenticated Captive Portal user's browser when they click on a specially crafted link. The primary risk is phishing attacks that can lead to credential theft—particularly if you enabled Clientless VPN.

There is no availability impact to GlobalProtect features or GlobalProtect users. Attackers cannot use this vulnerability to tamper with or modify contents or configurations of the GlobalProtect portal or gateways. The integrity impact of this vulnerability is limited to enabling an attacker to create phishing and credential-stealing links that appear to be hosted on the GlobalProtect portal.



For GlobalProtect users with Clientless VPN enabled, there is a limited impact on confidentiality due to inherent risks of Clientless VPN that facilitate credential theft. You can read more about this risk in the informational bulletin  PAN-SA-2025-0005 https://security.paloaltonetworks.com/PAN-SA-2025-0005   https://security.paloaltonetworks.com/PAN-SA-2025-0005 . There is no impact to confidentiality for GlobalProtect users if you did not enable (or you disable) Clientless VPN.",PALO ALTO NETWORKS,PAN-OS,hot
CVE-2025-0134,PUBLISHED,palo_alto,2025-05-14T18:07:54.706Z,Cortex XDR Broker VM: Authenticated Code Injection Vulnerability in Broker VM,A code injection vulnerability in the Palo Alto Networks Cortex XDR® Broker VM allows an authenticated user to execute arbitrary code with root privileges on the host operating system running Broker VM.,PALO ALTO NETWORKS,Cortex XDR Broker VM,hot
CVE-2025-0135,PUBLISHED,palo_alto,2025-05-14T18:08:32.924Z,GlobalProtect App on macOS: Non Admin User Can Disable the GlobalProtect App,"An incorrect privilege assignment vulnerability in the Palo Alto Networks GlobalProtect™ App on macOS devices enables a locally authenticated non administrative user to disable the app.

The GlobalProtect app on Windows, Linux, iOS, Android, Chrome OS and GlobalProtect UWP app are not affected.",PALO ALTO NETWORKS,GlobalProtect App; GlobalProtect UWP App,hot
CVE-2025-0136,PUBLISHED,palo_alto,2025-05-14T18:12:14.153Z,PAN-OS: Unencrypted Data Transfer when using AES-128-CCM on Intel-based hardware devices,"Using the AES-128-CCM algorithm for IPSec on certain Palo Alto Networks PAN-OS® firewalls (PA-7500, PA-5400, PA-5400f, PA-3400, PA-1600, PA-1400, and PA-400 Series) leads to unencrypted data transfer to devices that are connected to the PAN-OS firewall through IPSec.

This issue does not affect Cloud NGFWs, Prisma® Access instances, or  PAN-OS VM-Series firewalls.

NOTE: The AES-128-CCM encryption algorithm is not recommended for use.",PALO ALTO NETWORKS,Cloud NGFW; PAN-OS; Prisma Access,hot
CVE-2025-0137,PUBLISHED,palo_alto,2025-05-14T18:09:32.036Z,PAN-OS: Improper Neutralization of Input in the Management Web Interface,"An improper input neutralization vulnerability in the management web interface of the Palo Alto Networks PAN-OS® software enables a malicious authenticated read-write administrator to impersonate another legitimate authenticated PAN-OS administrator.


The attacker must have network access to the management web interface to exploit this issue. You greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  critical deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .",PALO ALTO NETWORKS,Cloud NGFW; PAN-OS,hot
CVE-2025-0139,PUBLISHED,palo_alto,2025-07-09T22:57:56.688Z,Autonomous Digital Experience Manager: Privilege Escalation (PE) Vulnerability,An incorrect privilege assignment vulnerability in Palo Alto Networks Autonomous Digital Experience Manager allows a locally authenticated low privileged user on macOS endpoints to escalate their privileges to root.,PALO ALTO NETWORKS,Autonomous Digital Experience Manager,hot
CVE-2025-0140,PUBLISHED,palo_alto,2025-07-09T22:58:28.536Z,GlobalProtect App: Non Admin User Can Disable the GlobalProtect App,"An incorrect privilege assignment vulnerability in the Palo Alto Networks GlobalProtect™ App on macOS devices enables a locally authenticated non administrative user to disable the app even if the GlobalProtect app configuration would not normally permit them to do so.

The GlobalProtect app on Windows, Linux, iOS, Android, Chrome OS and GlobalProtect UWP app are not affected.",PALO ALTO NETWORKS,GlobalProtect App; GlobalProtect UWP App,hot
CVE-2025-0141,PUBLISHED,palo_alto,2025-07-09T22:58:54.755Z,GlobalProtect App: Privilege Escalation (PE) Vulnerability,"An incorrect privilege assignment vulnerability in the Palo Alto Networks GlobalProtect™ App on enables a locally authenticated non administrative user to escalate their privileges to root on macOS and Linux or NT AUTHORITY\SYSTEM on Windows.

The GlobalProtect app on iOS, Android, Chrome OS and GlobalProtect UWP app are not affected.",PALO ALTO NETWORKS,GlobalProtect App; GlobalProtect UWP App,hot
CVE-2025-0144,PUBLISHED,Zoom,2025-01-30T19:44:06.908Z,Zoom Workplace Apps - Out-of-bounds Write,Out-of-bounds write in some Zoom Workplace Apps may allow an authorized user to conduct a loss of integrity via network access.,ZOOM,Zoom Workplace Apps,warm
CVE-2025-0145,PUBLISHED,Zoom,2025-01-30T19:45:39.432Z,Zoom Workplace Apps for Windows - Untrusted Search Path,Untrusted search path in the installer for some Zoom Workplace Apps for Windows may allow an authorized user to conduct an escalation of privilege via local access.,ZOOM,Zoom Workplace Apps for Windows,warm
CVE-2025-0147,PUBLISHED,Zoom,2025-01-30T19:49:00.792Z,Zoom Workplace App for Linux - Type Confusion,Type confusion in the Zoom Workplace App for Linux before 6.2.10 may allow an authorized user to conduct an escalation of privilege via network access.,ZOOM,Zoom Workplace App for Linux,warm
CVE-2025-0149,PUBLISHED,Zoom,2025-03-11T17:04:02.453Z,Zoom Apps - Insufficient Verification of Data Authenticity,Insufficient verification of data authenticity in some Zoom Workplace Apps may allow an unprivileged user to conduct a denial of service via network access.,ZOOM,Zoom Apps,warm
CVE-2025-0151,PUBLISHED,Zoom,2025-03-11T17:08:50.327Z,Zoom Apps - Use After Free,Use after free in some Zoom Workplace Apps may allow an authenticated user to conduct an escalation of privilege via network access.,ZOOM,Zoom Workplace Apps,warm
CVE-2025-0154,PUBLISHED,ibm,2025-04-02T15:15:46.997Z,IBM TXSeries for Multiplatforms information disclosure,IBM TXSeries for Multiplatforms 9.1 and 11.1 could disclose sensitive information to a remote attacker due to improper neutralization of HTTP headers.,IBM,TXSeries for Multiplatforms,warm
CVE-2025-0158,PUBLISHED,ibm,2025-02-06T20:32:03.556Z,IBM EntireX denial of service,IBM EntireX 11.1 could allow a local user to cause a denial of service due to an unhandled error and fault isolation.,IBM,EntireX,warm
