cve	rating	assigner	published	title	description	vendor	product
CVE-2025-0468	warm	imaginationtech	2025-04-04T15:39:37.798Z	GPU DDK - ui64RobustnessAddress can overwrite Freelist / HWRT (and bypass PMMETA)	"Software installed and run as a non-privileged user may conduct improper GPU system calls to subvert GPU HW to write to arbitrary physical memory pages.

Under certain circumstances this exploit could be used to corrupt data pages not allocated by the GPU driver but memory pages in use by the kernel and drivers running on the platform altering their behaviour."	IMAGINATION TECHNOLOGIES	Graphics DDK
CVE-2025-0472	warm	INCIBE	2025-01-16T13:03:28.285Z	Information exposure vulnerability in PMB platform	Information exposure in the PMB platform affecting versions 4.2.13 and earlier. This vulnerability allows an attacker to upload a file to the environment and enumerate the internal files of a machine by looking at the request response.	PMB SERVICES	PMB platform
CVE-2025-0473	warm	INCIBE	2025-01-16T13:09:14.896Z	Incomplete Cleanup vulnerability in PMB platform	"Vulnerability in the PMB platform that allows an attacker to persist temporary files on the server, affecting versions 4.0.10 and above. This vulnerability exists in the file upload functionality on the ‘/pmb/authorities/import/iimport_authorities’ endpoint. When a file is uploaded via this resource, the server will create a temporary file that will be deleted after the client sends a POST request to ‘/pmb/authorities/import/iimport_authorities’. This workflow is automated by the web client, however an attacker can trap and launch the second POST request to prevent the temporary file from being deleted."	PMB SERVICES	PMB platform
CVE-2025-0476	warm	Mattermost	2025-01-15T23:44:45.934Z	Mobile crash via file with specially crafted filename	"Mattermost Mobile Apps versions <=2.22.0 fail to properly handle specially crafted attachment names, which allows an attacker to crash the mobile app for any user who opened a channel containing the specially crafted attachment"	MATTERMOST	Mattermost
CVE-2025-0478	warm	imaginationtech	2025-03-24T11:37:29.200Z	GPU DDK - PMMETA_PROTECT PMR can be exported as dma-buf file / GEM object	"Software installed and run as a non-privileged user may conduct improper GPU system calls to issue reads and writes to arbitrary physical memory pages.

Under certain circumstances this exploit could be used to corrupt data pages not allocated by the GPU driver but memory pages in use by the kernel and drivers running on the platform, altering their behaviour."	IMAGINATION TECHNOLOGIES	Graphics DDK
CVE-2025-0479	warm	CERT-In	2025-01-20T11:37:13.747Z	Security Misconfiguration Vulnerability in CP Plus Router	"This vulnerability exists in the CP Plus Router due to insecure handling of cookie flags used within its web interface. A remote attacker could exploit this vulnerability by intercepting data transmissions during an HTTP session on the vulnerable system.
 
Successful exploitation of this vulnerability could allow the attacker to obtain sensitive information and compromise the targeted system."	CP PLUS	CP-XR-DE21-S Router
CVE-2025-0520	warm	VulnCheck	2025-04-29T19:35:37.829Z	ShowDoc Unauthenticated File Upload Remote Code Execution	"An unrestricted file upload vulnerability in ShowDoc caused by improper validation of file extension allows execution of arbitrary PHP, leading to remote code execution.This issue affects ShowDoc: before 2.8.7."	SHOWDOC	ShowDoc
CVE-2025-0525	warm	Octopus	2025-02-11T09:53:25.849Z		In affected versions of Octopus Server the preview import feature could be leveraged to identify the existence of a target file. This could provide an adversary with information that may aid in further attacks against the server.	OCTOPUS DEPLOY	Octopus Server
CVE-2025-0526	warm	Octopus	2025-02-11T10:09:56.067Z		In affected versions of Octopus Deploy it was possible to upload files to unexpected locations on the host using an API endpoint. The field lacked validation which could potentially result in ways to circumvent expected workflows.	OCTOPUS DEPLOY	Octopus Server
CVE-2025-0539	warm	Octopus	2025-04-10T05:20:38.264Z		"In affected Microsoft Windows versions of Octopus Deploy, the server can be coerced into sending server-side requests that contain authentication material allowing a suitably positioned attacker to compromise the account running Octopus Server and potentially the host infrastructure itself."	OCTOPUS DEPLOY	Octopus Server
CVE-2025-0542	warm	cirosec	2025-01-25T16:15:09.526Z	G DATA Management Server Local privilege escalation	"Local privilege escalation due to incorrect assignment of privileges of temporary files in the update mechanism of G DATA Management Server. This vulnerability allows a local, unprivileged attacker to escalate privileges on affected installations by placing a crafted ZIP archive in a globally writable directory, which gets unpacked in the context of SYSTEM and results in arbitrary file write."	G DATA CYBERDEFENSE AG	G DATA Management Server
CVE-2025-0543	warm	cirosec	2025-01-25T16:17:46.634Z	G DATA Security Client Local privilege escalation	"Local privilege escalation in G DATA Security Client due to incorrect assignment of privileges to directories. This vulnerability allows a local, unprivileged attacker to escalate privileges on affected installations by placing an arbitrary executable in a globally writable directory resulting in execution by the SetupSVC.exe service in the context of SYSTEM."	G DATA CYBERDEFENSE AG	G DATA Security Client
CVE-2025-0556	warm	ProgressSoftware	2025-02-12T15:11:03.067Z	Telerik Report Server Clear Text Transmission of Agent Commands	"In Progress® Telerik® Report Server, versions prior to 2025 Q1 (11.0.25.211) when using the older .NET Framework implementation, communication of non-sensitive information between the service agent process and app host process occurs over an unencrypted tunnel, which can be subjected to local network traffic sniffing."	PROGRESS SOFTWARE	Telerik Report Server
CVE-2025-0568	warm	zdi	2025-01-30T20:16:57.248Z	Sante PACS Server DCM File Parsing Memory Corruption Denial-of-Service Vulnerability	"Sante PACS Server DCM File Parsing Memory Corruption Denial-of-Service Vulnerability. This vulnerability allows remote attackers to create a denial-of-service condition on affected installations of Sante PACS Server. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of user-supplied data, which can result in a memory corruption condition. An attacker can leverage this vulnerability to create a denial-of-service condition on the system. Was ZDI-CAN-25302."	SANTE	PACS Server
CVE-2025-0569	warm	zdi	2025-01-30T20:17:11.644Z	Sante PACS Server DCM File Parsing Memory Corruption Denial-of-Service Vulnerability	"Sante PACS Server DCM File Parsing Memory Corruption Denial-of-Service Vulnerability. This vulnerability allows remote attackers to create a denial-of-service condition on affected installations of Sante PACS Server. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of user-supplied data, which can result in a memory corruption condition. An attacker can leverage this vulnerability to create a denial-of-service condition on the system. Was ZDI-CAN-25303."	SANTE	PACS Server
CVE-2025-0570	warm	zdi	2025-01-30T20:17:01.728Z	Sante PACS Server Web Portal DCM File Parsing Memory Corruption Denial-of-Service Vulnerability	"Sante PACS Server Web Portal DCM File Parsing Memory Corruption Denial-of-Service Vulnerability. This vulnerability allows remote attackers to create a denial-of-service condition on affected installations of Sante PACS Server. Authentication is required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of user-supplied data, which can result in a memory corruption condition. An attacker can leverage this vulnerability to create a denial-of-service condition on the system. Was ZDI-CAN-25304."	SANTE	PACS Server
CVE-2025-0571	warm	zdi	2025-01-30T20:17:06.424Z	Sante PACS Server Web Portal DCM File Parsing Memory Corruption Denial-of-Service Vulnerability	"Sante PACS Server Web Portal DCM File Parsing Memory Corruption Denial-of-Service Vulnerability. This vulnerability allows remote attackers to create a denial-of-service condition on affected installations of Sante PACS Server. Authentication is required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of user-supplied data, which can result in a memory corruption condition. An attacker can leverage this vulnerability to create a denial-of-service condition on the system. Was ZDI-CAN-25305."	SANTE	PACS Server
CVE-2025-0572	warm	zdi	2025-01-30T20:17:21.650Z	Sante PACS Server Web Portal DCM File Parsing Directory Traversal Arbitrary File Write Vulnerability	"Sante PACS Server Web Portal DCM File Parsing Directory Traversal Arbitrary File Write Vulnerability. This vulnerability allows remote attackers to create arbitrary files on affected installations of Sante PACS Server. Authentication is required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to write files in the context of the current user. Was ZDI-CAN-25308."	SANTE	PACS Server
CVE-2025-0573	warm	zdi	2025-01-30T20:17:16.438Z	Sante PACS Server DCM File Parsing Directory Traversal Arbitrary File Write Vulnerability	"Sante PACS Server DCM File Parsing Directory Traversal Arbitrary File Write Vulnerability. This vulnerability allows remote attackers to create arbitrary files on affected installations of Sante PACS Server. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to write files in the context of the current user. Was ZDI-CAN-25309."	SANTE	PACS Server
CVE-2025-0574	warm	zdi	2025-01-30T20:17:27.460Z	Sante PACS Server URL path Memory Corruption Denial-of-Service Vulnerability	"Sante PACS Server URL path Memory Corruption Denial-of-Service Vulnerability. This vulnerability allows remote attackers to create a denial-of-service condition on affected installations of Sante PACS Server. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the parsing of URLs in the web server module. The issue results from the lack of proper validation of user-supplied data, which can result in a memory corruption condition. An attacker can leverage this vulnerability to create a denial-of-service condition on the system. Was ZDI-CAN-25318."	SANTE	PACS Server
CVE-2025-0583	warm	twcert	2025-01-20T01:51:47.137Z	aEnrich Technology a+HRD - Reflected Cross-site Scripting(XSS)	"The a+HRD from aEnrich Technology has a Reflected Cross-site Scripting vulnerability, allowing unauthenticated remote attackers to execute arbitrary JavaScript codes in user's browser through phishing attacks."	AENRICH TECHNOLOGY	a+HRD
CVE-2025-0584	warm	twcert	2025-01-20T02:06:19.718Z	aEnrich Technology a+HRD - Server-Side Request Forgery (SSRF)	"The a+HRD from aEnrich Technology has a Server-side Request Forgery, allowing unauthenticated remote attackers to exploit this vulnerability to probe internal network."	AENRICH TECHNOLOGY	a+HRD
CVE-2025-0586	warm	twcert	2025-01-20T02:28:02.503Z	aEnrich Technology a+HRD - Insecure Deserialization	"The a+HRD from aEnrich Technology has an Insecure Deserialization vulnerability, allowing remote attackers with database modification privileges and regular system privileges to perform arbitrary code execution."	AENRICH TECHNOLOGY	a+HRD
